file,namespace,types,base_types,method_count,field_count,using_count,top_refs
EFT/Interactive/CarExtraction.cs,EFT.Interactive,class CarExtraction,ExfiltrationSubscriber,3,8,2,Token:12 | RID:12 | Driver:12 | Dispose:5 | AudioSource:4 | RVA:3 | File:3 | Offset:3
EFT/Interactive/ColliderReporter.cs,EFT.Interactive,class ColliderReporter,MonoBehaviour | IPhysicsTrigger,5,4,5,Collider:27 | ColliderReporter:26 | Action:24 | Token:23 | RID:23 | RVA:12 | File:12 | Offset:12
EFT/Interactive/CommonTransportee.cs,EFT.Interactive,class CommonTransportee,MonoBehaviour | MovingPlatform.GInterface459,2,2,3,Token:11 | RID:11 | RVA:6 | File:6 | Offset:6 | MovingPlatform:5 | Platform:4 | ParentTransform:3
EFT/Interactive/Corpse.cs,EFT.Interactive,class Corpse | class Class2668 | class Class2669,LootItem,15,18,10,Token:55 | RID:55 | RVA:27 | File:27 | Offset:27 | GStruct138:15 | Corpse:12 | Length:12
EFT/Interactive/DamageTrigger.cs,EFT.Interactive,class DamageTrigger,MonoBehaviour | IPhysicsTriggerWithStay | IPhysicsTrigger,10,4,4,Token:24 | RID:24 | RVA:10 | File:10 | Offset:10 | Collider:9 | IPlayerOwner:6 | System:3
EFT/Interactive/Door.cs,EFT.Interactive,class Door,WorldInteractiveObject,24,12,9,Token:47 | RID:47 | Vector3:44 | EDoorState:33 | RVA:30 | File:30 | Offset:30 | WorldInteractiveObject:20
EFT/Interactive/DoorAmbuent.cs,EFT.Interactive,class DoorAmbuent,MonoBehaviour,4,16,1,Token:21 | RID:21 | Source:18 | Vector3:13 | DoorTransform:10 | WorldInteractiveObject:7 | EDoorAxis:7 | DoorScript:6
EFT/Interactive/DoorSwitch.cs,EFT.Interactive,class DoorSwitch,Door,2,1,3,Token:6 | RID:6 | System:4 | DoorSwitch:3 | RVA:3 | File:3 | Offset:3 | IEnumerator:2
EFT/Interactive/EDoorState.cs,EFT.Interactive,enum EDoorState,byte,0,0,0,Token:7 | RID:7 | System:1 | EFT:1 | Interactive:1 | Flags:1 | EDoorState:1 | None:1
EFT/Interactive/EExfiltrationStatus.cs,EFT.Interactive,enum EExfiltrationStatus,byte,0,0,0,Token:8 | RID:8 | System:1 | EFT:1 | Interactive:1 | EExfiltrationStatus:1 | NotPresent:1 | UncompleteRequirements:1
EFT/Interactive/EExfiltrationType.cs,EFT.Interactive,enum EExfiltrationType,,0,0,0,Token:4 | RID:4 | System:1 | EFT:1 | Interactive:1 | EExfiltrationType:1 | Individual:1 | SharedTimer:1
EFT/Interactive/EHingeOrientation.cs,EFT.Interactive,enum EHingeOrientation,,0,0,0,Token:4 | RID:4 | System:1 | EFT:1 | Interactive:1 | EHingeOrientation:1 | None:1 | Left:1
EFT/Interactive/ELootableContainerSpawnType.cs,EFT.Interactive,enum ELootableContainerSpawnType,,0,0,0,Token:4 | RID:4 | System:1 | EFT:1 | Interactive:1 | ELootableContainerSpawnType:1 | MayNotSpawn:1 | CanBeEmpty:1
EFT/Interactive/ENodeStatus.cs,EFT.Interactive,enum ENodeStatus,,0,0,0,Token:4 | RID:4 | System:1 | EFT:1 | Interactive:1 | ENodeStatus:1 | FullySelected:1 | PartiallySelected:1
EFT/Interactive/ERequirementState.cs,EFT.Interactive,enum ERequirementState,,0,0,0,Token:15 | RID:15 | System:1 | EFT:1 | Interactive:1 | ERequirementState:1 | None:1 | Empty:1
EFT/Interactive/ESpecificInteractionContext.cs,EFT.Interactive,enum ESpecificInteractionContext,,0,0,0,Token:3 | RID:3 | System:1 | EFT:1 | Interactive:1 | ESpecificInteractionContext:1 | None:1 | LighthouseKeeperDoor:1
EFT/Interactive/EventObjectInteractive.cs,EFT.Interactive,class EventObjectInteractive,MonoBehaviour | GInterface177,1,1,1,Token:5 | RID:5 | RVA:2 | File:2 | Offset:2 | Vector3:2 | Controller:2 | System:1
EFT/Interactive/EventObjectTrigger.cs,EFT.Interactive,class EventObjectTrigger,MonoBehaviour | IPhysicsTrigger,5,2,4,Token:16 | RID:16 | RVA:10 | File:10 | Offset:10 | EventObjectTrigger:5 | Player:5 | Collider:4
EFT/Interactive/EVolumeRelations.cs,EFT.Interactive,enum EVolumeRelations,,0,0,0,Token:7 | RID:7 | System:1 | EFT:1 | Interactive:1 | EVolumeRelations:1 | Self:1 | Connected:1
EFT/Interactive/EVolumeRelationsMask.cs,EFT.Interactive,enum EVolumeRelationsMask,,0,0,0,Token:7 | RID:7 | System:1 | EFT:1 | Interactive:1 | Flags:1 | EVolumeRelationsMask:1 | Self:1
EFT/Interactive/ExfiltrationDoor.cs,EFT.Interactive,class ExfiltrationDoor | class DoorTransform,ExfiltrationSubscriber,15,30,6,Token:51 | RID:51 | Transform:19 | RVA:17 | File:17 | Offset:17 | Vector3:17 | HideInInspector:15
EFT/Interactive/ExfiltrationPoint.cs,EFT.Interactive,class ExfiltrationPoint | class Class2649 | class Class2650 | class Class2651,MonoBehaviour | IPhysicsTrigger | GInterface177,34,22,8,Token:86 | RID:86 | RVA:49 | File:49 | Offset:49 | EExfiltrationStatus:28 | ExfiltrationRequirement:28 | Player:24
EFT/Interactive/ExfiltrationRequirement.cs,EFT.Interactive,class ExfiltrationRequirement,IExfiltrationRequirement,7,5,2,ERequirementState:14 | Token:13 | RID:13 | RVA:7 | File:7 | Offset:7 | ExfiltrationPoint:4 | Player:3
EFT/Interactive/ExfiltrationSubscriber.cs,EFT.Interactive,class ExfiltrationSubscriber,MonoBehaviour,5,2,2,Token:8 | RID:8 | RVA:5 | File:5 | Offset:5 | Subscribee:5 | ExfiltrationSubscriber:3 | OnStatusChangedHandler:3
EFT/Interactive/ExitTriggerSettings.cs,EFT.Interactive,class ExitTriggerSettings,,1,11,1,Token:13 | RID:13 | MinTime:4 | MaxTime:4 | Id:3 | PlayersCount:3 | ExfiltrationTime:3 | ExfiltrationType:3
EFT/Interactive/ExperienceTrigger.cs,EFT.Interactive,class ExperienceTrigger,TriggerWithId,2,1,1,Token:4 | RID:4 | RVA:2 | File:2 | Offset:2 | TriggerEnter:2 | System:1 | UnityEngine:1
EFT/Interactive/FlameDamageTrigger.cs,EFT.Interactive,class FlameDamageTrigger,DamageTrigger,4,1,1,Token:10 | RID:10 | RVA:6 | File:6 | Offset:6 | IPlayerOwner:3 | System:2 | FlameDamageTrigger:2
EFT/Interactive/FlareShootDetectorZone.cs,EFT.Interactive,class FlareShootDetectorZone,MonoBehaviour,5,5,6,Token:11 | RID:11 | ProfileId:7 | Instance:6 | GClass3552:6 | FiredPlayer:6 | RVA:5 | File:5
EFT/Interactive/GarlandSwitcher.cs,EFT.Interactive,class GarlandSwitcher | enum ELightType | enum EPatternType | class Class2713 | class Class2714 | class GarlandPattern | class Class2715,InteractiveAmbianceObject<GarlandSwitcher.GarlandPattern> | GInterface467,15,15,7,Token:51 | RID:51 | GarlandSwitcher:34 | ELightType:19 | RVA:17 | File:17 | Offset:17 | Turnable:14
EFT/Interactive/GasLamp.cs,EFT.Interactive,class GasLamp | struct in | enum FlickerSounds | struct Struct973 | struct Struct974 | class Class2718,Turnable,7,11,4,Token:29 | RID:29 | GasLamp:20 | Light:11 | Struct973:8 | Struct974:8 | RVA:7 | File:7
EFT/Interactive/GroupLootPoint.cs,EFT.Interactive,class GroupLootPoint,MonoBehaviour,3,1,1,Token:8 | RID:8 | RVA:5 | File:5 | Offset:5 | Weight:4 | WeightedLootPointSpawnPosition:3 | Position:2
EFT/Interactive/IExfiltrationRequirement.cs,EFT.Interactive,interface IExfiltrationRequirement,,0,0,0,Token:6 | RID:6 | ExfiltrationPoint:4 | Player:3 | System:1 | EFT:1 | Interactive:1 | IExfiltrationRequirement:1
EFT/Interactive/InstantKillTrigger.cs,EFT.Interactive,class InstantKillTrigger,DamageTrigger,4,1,1,Token:10 | RID:10 | RVA:6 | File:6 | Offset:6 | IPlayerOwner:3 | System:2 | InstantKillTrigger:2
EFT/Interactive/InteractableObject.cs,EFT.Interactive,class InteractableObject,PoolSafeMonoBehaviour | IKillableLootItem | GInterface177,4,5,2,Token:17 | RID:17 | RVA:8 | File:8 | Offset:8 | Vector3:5 | InteractionDirection:4 | WorldInteractionDirection:3
EFT/Interactive/InteractionResult.cs,EFT.Interactive,class InteractionResult,,0,1,0,Token:3 | RID:3 | InteractionResult:2 | EInteractionType:2 | InteractionType:2 | System:1 | EFT:1 | Interactive:1
EFT/Interactive/KeycardDoor.cs,EFT.Interactive,class KeycardDoor,Door,12,8,7,Token:21 | RID:21 | RVA:12 | File:12 | Offset:12 | InteractiveProxy:9 | EDoorState:6 | Proxies:6
EFT/Interactive/LampController.cs,EFT.Interactive,class LampController | class Class2678 | class Class2679,Turnable | GInterface467 | GInterface31,26,88,11,Token:125 | RID:125 | Turnable:44 | EState:43 | SerializeField:37 | RVA:31 | File:31 | Offset:31
EFT/Interactive/LampSystem.cs,EFT.Interactive,class LampSystem,ComponentSystem<LampController | LampSystem>,2,0,0,Token:7 | RID:7 | RVA:4 | File:4 | Offset:4 | LampController:3 | LampSystem:2 | System:1
EFT/Interactive/LighthouseTraderZone.cs,EFT.Interactive,class LighthouseTraderZone,BaseRestrictableZone | GInterface177,17,4,6,Token:28 | RID:28 | RVA:20 | File:20 | Offset:20 | Action:16 | Player:12 | RadioTransmitterRecodableComponent:12
EFT/Interactive/Location.cs,EFT.Interactive,class Location | class Class2703,MonoBehaviourSingleton<Location>,8,14,4,Token:66 | RID:66 | RVA:32 | File:32 | Offset:32 | LootPoint:18 | LootableContainer:18 | CompilerGenerated:14
EFT/Interactive/LocationOrigin.cs,EFT.Interactive,class LocationOrigin,MonoBehaviour,2,1,2,Token:4 | RID:4 | System:2 | RVA:2 | File:2 | Offset:2 | Collections:1 | Generic:1
EFT/Interactive/LootableContainer.cs,EFT.Interactive,class LootableContainer | class Class2680 | class Class2681,WorldInteractiveObject | GInterface30,10,21,8,Token:46 | RID:46 | RVA:17 | File:17 | Offset:17 | LootableContainer:8 | Vector3:7 | DoorState:6
EFT/Interactive/LootableContainerParameters.cs,EFT.Interactive,class LootableContainerParameters,,0,3,0,Token:4 | RID:4 | System:1 | EFT:1 | Interactive:1 | Serializable:1 | LootableContainerParameters:1 | Id:1
EFT/Interactive/LootableContainersGroup.cs,EFT.Interactive,class LootableContainersGroup,MonoBehaviour,1,3,1,Token:5 | RID:5 | LootableContainer:2 | Id:2 | System:1 | UnityEngine:1 | EFT:1 | Interactive:1
EFT/Interactive/LootGun.cs,EFT.Interactive,class LootGun,MonoBehaviour,5,9,5,Token:15 | RID:15 | LootItem:6 | SerializeField:6 | RVA:5 | File:5 | Offset:5 | Input:5
EFT/Interactive/LootItem.cs,EFT.Interactive,class LootItem,InteractableObject | MovingPlatform.GInterface459,45,34,14,Token:104 | RID:104 | RVA:60 | File:60 | Offset:60 | Vector3:24 | LootItem:21 | Renderer:19
EFT/Interactive/LootPoint.cs,EFT.Interactive,class LootPoint | class Class2705,MonoBehaviour,18,12,5,Token:42 | RID:42 | RVA:22 | File:22 | Offset:22 | GroupLootPoint:10 | LootSets:7 | LootPointMode:6
EFT/Interactive/LootPointMode.cs,EFT.Interactive,enum LootPointMode,,0,0,0,Token:3 | RID:3 | System:1 | EFT:1 | Interactive:1 | LootPointMode:1 | LootSets:1 | Filters:1
EFT/Interactive/LootPointParameters.cs,EFT.Interactive,class LootPointParameters,,0,19,2,Token:20 | RID:20 | NullValueHandling:10 | JsonProperty:5 | Ignore:5 | ClassVector3:2 | System:1 | JsonType:1
EFT/Interactive/LootPointTemplate.cs,EFT.Interactive,class LootPointTemplate,,0,4,1,Token:5 | RID:5 | JsonProperty:4 | System:1 | Newtonsoft:1 | Json:1 | EFT:1 | Interactive:1
EFT/Interactive/LootPointViewer.cs,EFT.Interactive,class LootPointViewer,MonoBehaviour,2,3,4,Token:11 | RID:11 | List:8 | Transform:6 | UnityEngine:5 | RVA:5 | File:5 | Offset:5
EFT/Interactive/LootPoint_LEGACY.cs,EFT.Interactive,class LootPoint_LEGACY | class WeightedSpawnPosition | class Class2710,MonoBehaviour,4,5,4,Token:15 | RID:15 | LootPoint_LEGACY:11 | WeightedSpawnPosition:8 | Settings:7 | Transform:6 | RVA:5 | File:5
EFT/Interactive/MaterialColor.cs,EFT.Interactive,class MaterialColor,MaterialData,2,3,1,Token:6 | RID:6 | Mpb:6 | Renderer:4 | ParemeterName:3 | ColorOn:3 | ColorOff:3 | Color:3
EFT/Interactive/MaterialData.cs,EFT.Interactive,class MaterialData,,3,3,2,Token:10 | RID:10 | Renderer:4 | RVA:3 | File:3 | Offset:3 | MaterialData:2 | Material:2
EFT/Interactive/MaterialEmission.cs,EFT.Interactive,class MaterialEmission,MaterialData,4,2,1,Token:7 | RID:7 | Mpb:6 | MaterialEmission:4 | RVA:4 | File:4 | Offset:4 | EmissionVisibility:4
EFT/Interactive/Minefield.cs,EFT.Interactive,class Minefield | class Class2687,BorderZone,7,14,6,Token:24 | RID:24 | BodyPartCollider:12 | SerializeField:12 | Vector3:11 | RVA:7 | File:7 | Offset:7
EFT/Interactive/MinefieldView.cs,EFT.Interactive,class MinefieldView,MonoBehaviour,3,7,3,Token:11 | RID:11 | Vector3:8 | SerializeField:6 | RVA:3 | File:3 | Offset:3 | Effects:2
EFT/Interactive/NoPowerTip.cs,EFT.Interactive,class NoPowerTip,InteractableObject,0,1,0,Token:2 | RID:2 | System:1 | EFT:1 | Interactive:1 | NoPowerTip:1 | InteractableObject:1 | Tip:1
EFT/Interactive/ObservedCorpse.cs,EFT.Interactive,class ObservedCorpse,Corpse,11,7,2,Token:25 | RID:25 | RVA:14 | File:14 | Offset:14 | Ragdoll:12 | WeaponRigidbody:8 | Vector3:5
EFT/Interactive/ObservedLootItem.cs,EFT.Interactive,class ObservedLootItem,LootItem,4,1,4,Token:8 | RID:8 | RVA:5 | File:5 | Offset:5 | ObservedLootItem:4 | Instance:3 | EFT:2
EFT/Interactive/ObstacleCollider.cs,EFT.Interactive,class ObstacleCollider | enum EBotPolitic | class Class2662,MonoBehaviour | IPhysicsTrigger,4,7,4,Token:25 | RID:25 | RVA:9 | File:9 | Offset:9 | ObstacleCollider:7 | EPhysicalCondition:7 | Tooltip:6
EFT/Interactive/PhotoSensorGroup.cs,EFT.Interactive,class PhotoSensorGroup,MonoBehaviour,2,3,1,Token:6 | RID:6 | GClass4:4 | Turnable:4 | Instance:3 | SunHeihgtThreshold:3 | RVA:2 | File:2
EFT/Interactive/PlaceItemTrigger.cs,EFT.Interactive,class PlaceItemTrigger,TriggerWithId,3,1,1,Token:7 | RID:7 | RVA:4 | File:4 | Offset:4 | GameObject:3 | Player:2 | OnPlaceItemTriggerChanged:2
EFT/Interactive/PlatformImpactTrigger.cs,EFT.Interactive,class PlatformImpactTrigger,DamageTrigger,4,3,3,Token:12 | RID:12 | RVA:6 | File:6 | Offset:6 | IPlayerOwner:3 | Locomotive:3 | System:2
EFT/Interactive/PlayersWithImmuneToSniperFireCollector.cs,EFT.Interactive,class PlayersWithImmuneToSniperFireCollector,MonoBehaviour,6,7,5,Token:14 | RID:14 | GClass3552:7 | RVA:6 | File:6 | Offset:6 | System:4 | PlayersWithImmuneToSniperFireCollector:3
EFT/Interactive/ProxyTransportee.cs,EFT.Interactive,class ProxyTransportee,MonoBehaviour | MovingPlatform.GInterface459,2,1,2,Token:4 | RID:4 | MovingPlatform:4 | Parent:3 | EFT:2 | GInterface459:2 | RVA:2 | File:2
EFT/Interactive/QuestTrigger.cs,EFT.Interactive,class QuestTrigger,TriggerWithId,0,0,0,System:1 | EFT:1 | Interactive:1 | Token:1 | RID:1 | QuestTrigger:1 | TriggerWithId:1
EFT/Interactive/ScavExfiltrationPoint.cs,EFT.Interactive,class ScavExfiltrationPoint,ExfiltrationPoint,1,1,1,Token:3 | RID:3 | System:2 | EligibleIds:2 | List:2 | Collections:1 | Generic:1 | EFT:1
EFT/Interactive/SecretExfiltrations/SecretExfiltrationPoint.cs,EFT.Interactive.SecretExfiltrations,class SecretExfiltrationPoint,ExfiltrationPoint,8,5,3,Token:29 | RID:29 | RVA:17 | File:17 | Offset:17 | EExfiltrationStatus:14 | Settings:9 | Player:8
EFT/Interactive/SecretExfiltrations/SecretExfiltrationPointFoundShareEvent.cs,EFT.Interactive.SecretExfiltrations,class SecretExfiltrationPointFoundShareEvent,SyncEventFromServer,4,3,1,Token:8 | RID:8 | GroupId:5 | TeamId:5 | ExitName:5 | RVA:4 | File:4 | Offset:4
EFT/Interactive/SecretExfiltrations/SecretExfiltrationPointFoundSyncEvent.cs,EFT.Interactive.SecretExfiltrations,class SecretExfiltrationPointFoundSyncEvent,SyncEventFromClient,4,2,1,Token:10 | RID:10 | RVA:6 | File:6 | Offset:6 | PlayerId:5 | ExitName:5 | ShareExitToGroup:5
EFT/Interactive/SharedExfiltrationPoint.cs,EFT.Interactive,class SharedExfiltrationPoint,ScavExfiltrationPoint,1,1,1,Token:3 | RID:3 | Profile:3 | Info:3 | System:2 | EntryPoint:2 | Linq:1 | EFT:1
EFT/Interactive/SlidingDoor.cs,EFT.Interactive,class SlidingDoor,Door,1,3,1,Token:10 | RID:10 | RVA:4 | File:4 | Offset:4 | Vector3:3 | CurrentAngle:2 | ShutPosition:2
EFT/Interactive/SniperFiringZone.cs,EFT.Interactive,class SniperFiringZone | class Class2690,BorderZone,8,12,7,Token:31 | RID:31 | BodyPartCollider:13 | RVA:12 | File:12 | Offset:12 | SerializeField:9 | System:5
EFT/Interactive/SniperImitator.cs,EFT.Interactive,class SniperImitator,MonoBehaviour,4,7,6,Token:15 | RID:15 | SniperFiringZone:9 | Vector3:7 | RVA:6 | File:6 | Offset:6 | Transform:6
EFT/Interactive/StationaryWeapon.cs,EFT.Interactive,class StationaryWeapon | enum EStationaryAnimationType,InteractableObject | GInterface30 | GInterface468,25,32,6,Token:97 | RID:97 | RVA:44 | File:44 | Offset:44 | Belt:20 | BeltEmpty:20 | Transform:15
EFT/Interactive/Switch.cs,EFT.Interactive,class Switch | class SwitchAndOperation,WorldInteractiveObject,10,19,6,Token:44 | RID:44 | RVA:17 | File:17 | Offset:17 | Switch:14 | EDoorState:13 | DoorState:11
EFT/Interactive/TransferItemRequirement.cs,EFT.Interactive,class TransferItemRequirement | class Class2652 | class Class2653 | class Class2654,ExfiltrationRequirement,9,5,4,Token:18 | RID:18 | RVA:9 | File:9 | Offset:9 | TransferItemRequirement:8 | Instance:7 | Singleton:6
EFT/Interactive/TransitPoint.cs,EFT.Interactive,class TransitPoint | class Class2663,MonoBehaviour | IPhysicsTrigger | GInterface177,19,8,5,Token:48 | RID:48 | RVA:28 | File:28 | Offset:28 | Controller:17 | Dictionary:16 | Player:15
EFT/Interactive/TreeInteractive.cs,EFT.Interactive,class TreeInteractive,MonoBehaviour | IPhysicsTriggerWithStay | IPhysicsTrigger,4,10,6,Token:22 | RID:22 | Collider:8 | Instance:8 | RVA:7 | File:7 | Offset:7 | BetterSource:6
EFT/Interactive/TriggerWithId.cs,EFT.Interactive,class TriggerWithId,MonoBehaviour | IPhysicsTrigger | GInterface177,6,2,3,Token:16 | RID:16 | RVA:10 | File:10 | Offset:10 | Player:4 | System:2 | TriggerWithId:2
EFT/Interactive/Trunk.cs,EFT.Interactive,class Trunk | class Class2695,WorldInteractiveObject,5,4,3,Token:13 | RID:13 | RVA:6 | File:6 | Offset:6 | DoorState:6 | EInteraction:6 | Vector3:5
EFT/Interactive/Turnable.cs,EFT.Interactive,class Turnable | enum EState,MonoBehaviour | GInterface468,4,4,4,Token:27 | RID:27 | RVA:10 | File:10 | Offset:10 | BallisticCollider:7 | Turnable:6 | EState:5
EFT/Interactive/VolumeConnection.cs,EFT.Interactive,class VolumeConnection,,0,5,1,Token:6 | RID:6 | System:1 | UnityEngine:1 | EFT:1 | Interactive:1 | Serializable:1 | VolumeConnection:1
EFT/Interactive/WindowBreaker.cs,EFT.Interactive,class WindowBreaker | class in | class in | enum RotationAngle | class Class2645 | class Class2646 | class Class2647,MonoBehaviour | GInterface468 | WindowBreakerManager.GInterface469,36,55,12,Token:125 | RID:125 | WindowBreaker:79 | Vector3:56 | Vector2:56 | RVA:49 | File:49 | Offset:49
EFT/Interactive/WindowBreakerManager.cs,EFT.Interactive,class WindowBreakerManager | interface GInterface469 | struct Struct975,MonoBehaviour,9,10,4,Token:26 | RID:26 | WindowBreakerManager:19 | RVA:11 | File:11 | Offset:11 | GStruct438:8 | MeshRenderer:7
EFT/Interactive/WindowBreakingConfig.cs,EFT.Interactive,class WindowBreakingConfig | class Polygon | class Crack | class GClass3720,ScriptableObject,25,19,3,Vector2:94 | Token:49 | RID:49 | WindowBreakingConfig:47 | Vector3:46 | Length:41 | RVA:26 | File:26
EFT/Interactive/WorldInteractiveObject.cs,EFT.Interactive,class WorldInteractiveObject | struct TriggerOnStatePair | class MBOITRenderer | class InteractionState | enum EDoorAxis | enum EDoorInteractionAction | enum EDoorHingePosition | enum ERotationInterpolationMode | struct WorldInteractiveDataPacketStruct | struct GStruct436 | class Class2696 | class Class2697 | class Class2698,InteractableObject | GInterface468 | GInterface457,63,86,13,Token:275 | RID:275 | RVA:122 | File:122 | Offset:122 | EDoorState:84 | WorldInteractiveObject:64 | Vector3:46
EFT/InventoryLogic/AmmoBox.cs,EFT.InventoryLogic,class AmmoBox,GClass3248 | IAmmoContainer,5,0,2,Token:22 | RID:22 | RVA:14 | File:14 | Offset:14 | Cartridges:12 | AmmoBox:4 | TryFindItem:4
EFT/InventoryLogic/AmmoBoxTemplate.cs,EFT.InventoryLogic,class AmmoBoxTemplate,ItemTemplate,0,2,0,Token:3 | RID:3 | StackSlot:2 | System:1 | EFT:1 | InventoryLogic:1 | Serializable:1 | AmmoBoxTemplate:1
EFT/InventoryLogic/AmmoCaliber.cs,EFT.InventoryLogic,enum AmmoCaliber,,0,0,0,Token:3 | RID:3 | System:1 | EFT:1 | InventoryLogic:1 | AmmoCaliber:1
EFT/InventoryLogic/AmmoTemplate.cs,EFT.InventoryLogic,class AmmoTemplate | class Class2332,StackableItemTemplateClass | GInterface386 | IItemTemplate,34,76,4,Token:142 | RID:142 | RVA:49 | File:49 | Offset:49 | Func:38 | EItemAttributeDisplayType:36 | ItemAttributeClass:23
EFT/InventoryLogic/AmmoType.cs,EFT.InventoryLogic,enum AmmoType,,0,0,0,Token:5 | RID:5 | System:1 | EFT:1 | InventoryLogic:1 | AmmoType:1 | Bullet:1 | Buckshot:1
EFT/InventoryLogic/AnimationVariantsComponent.cs,EFT.InventoryLogic,class AnimationVariantsComponent,GClass3379,0,1,0,Token:5 | RID:5 | IanimationVariantsComponentTemplate_0:3 | AnimationVariantsComponent:2 | RVA:2 | File:2 | Offset:2 | IAnimationVariantsComponentTemplate:2
EFT/InventoryLogic/ArmorComponent.cs,EFT.InventoryLogic,class ArmorComponent | class Class2278 | class Class2279,GClass3379,27,8,7,Token:70 | RID:70 | RVA:41 | File:41 | Offset:41 | ArmorComponent:39 | Template:23 | Func:21
EFT/InventoryLogic/ArmorHolderComponent.cs,EFT.InventoryLogic,class ArmorHolderComponent | enum EArmorPlateFiltering | class Class2282 | class Class2283,GClass3379,16,6,3,Token:55 | RID:55 | RVA:27 | File:27 | Offset:27 | ArmorHolderComponent:25 | Func:19 | IEnumerable:16
EFT/InventoryLogic/BackendIdGenerator.cs,EFT.InventoryLogic,class BackendIdGenerator,,1,3,1,Token:8 | RID:8 | MongoID:5 | IdIndex:5 | Profile:5 | IdCache:4 | RVA:3 | File:3
EFT/InventoryLogic/BarrelComponent.cs,EFT.InventoryLogic,class BarrelComponent,GClass3379,0,1,0,Token:3 | RID:3 | BarrelComponent:2 | GInterface384:2 | Template:2 | System:1 | EFT:1 | InventoryLogic:1
EFT/InventoryLogic/BuffComponent.cs,EFT.InventoryLogic,class BuffComponent | class Class2286 | class Class2287,GClass3379,9,13,4,Token:51 | RID:51 | RVA:26 | File:26 | Offset:26 | EItemAttributeId:20 | Rarity:9 | NonSerialized:9
